RR,DET,NRLINE,maxL,L,ENTR,rENTR,LAM,TT,Metric,Condition,V12
7.9086544531075,18.1972333004461,246734,7,2.1229785923302,0.387932766113228,0.216509399155212,30.0989049928435,2.17627407293909,ECG,Synchronous,9
6.16971354732904,15.6570839212851,171773,6,2.09806547012627,0.330413823214083,0.205297651224314,25.9223747228227,2.14531746060281,ECG,TurnTaking,9
0.00326574550309086,0.646203554119548,4,2,2,0,NaN,0,NaN,HR,Conversation,9
5.88591300997641,10.7989593506813,118984,6,2.06210078666039,0.236557372043617,0.146981359278314,11.5673426955388,2.09342615677497,HR,Synchronous,9
0.00266364420082712,NA,0,0,0,NA,NA,0,0,HR,TurnTaking,9
6.26251871525302,12.2948075659584,142310,6,2.06973508537699,0.257702548339726,0.160119596008509,14.1850866435306,2.0932907072723,RESP,Conversation,9
5.50218017758466,10.3936159936803,105440,5,2.06139984825493,0.234370222599235,0.16906237893798,11.329048127749,2.0834923622165,RESP,Synchronous,9
5.90045475242668,10.6736298608333,117025,6,2.06538773766289,0.245716693588841,0.152672365731227,10.5740484120402,2.07372669247491,RESP,TurnTaking,9
4.09351494989054,10.9787083761817,73042,5,2.07695572410394,0.276942226558272,0.199771588434183,20.7848975004541,2.26909159859055,ECG,Conversation,10
7.29026717498719,16.5719504940415,184813,7,2.13135980693999,0.405858186665784,0.226513766850994,27.1613420022331,2.34304513665843,ECG,Synchronous,10
5.33331440878079,8.12557182388077,70041,5,2.07064433688839,0.260156938408135,0.187663562447136,11.6445052522356,2.14102643344253,ECG,TurnTaking,10
0.0120374116996943,NA,0,0,0,NA,NA,0,0,HR,Conversation,10
6.40391616535177,13.2883037990181,141657,6,2.08404808798718,0.295613212506067,0.183674816047414,15.4229755951987,2.11330541455683,HR,Synchronous,10
0.00436543061354996,NA,0,0,0,NA,NA,0,0,HR,TurnTaking,10
6.94966953451504,15.3771714798012,174633,6,2.10283852421936,0.341830414049458,0.212391177943905,23.7372273899363,2.2079738567183,RESP,Conversation,10
6.37178438818125,13.4737775357947,139773,7,2.09628469017621,0.326099807154679,0.181999767689339,18.8722740115073,2.17588925471733,RESP,Synchronous,10
7.05260127033388,17.9218049119898,205009,6,2.12583837782732,0.394131336221417,0.244887567999026,27.1141031777755,2.23140442726753,RESP,TurnTaking,10
